year,basin_index,class_id,count
1960,12,4,46
1960,12,5,12
1960,13,4,89
1960,13,5,4
1960,14,4,9
1960,15,4,20
1960,16,4,2
1960,16,5,1
1960,17,4,75
1960,17,5,4
1960,18,4,17
1960,18,5,4
1961,0,3,1
1961,0,4,98
1961,0,5,28
1961,1,4,23
1961,1,5,30
1961,2,4,61
1961,2,5,7
1961,4,3,1
1961,4,4,31
1961,4,5,21
1961,5,4,14
1961,5,5,5
1961,6,4,13
1961,6,5,28
1961,7,4,38
1961,7,5,8
1961,8,3,1
1961,8,4,11
1961,9,4,84
1961,9,5,18
1961,10,4,64
1961,10,5,6
1961,11,4,29
1961,11,5,1
1961,12,4,46
1961,12,5,12
1961,13,4,89
1961,13,5,4
1961,14,4,9
1961,15,4,20
1961,16,4,2
1961,16,5,1
1961,17,4,75
1961,17,5,4
1961,18,4,17
1961,18,5,4
1962,0,3,1
1962,0,4,98
1962,0,5,28
1962,1,4,23
1962,1,5,30
1962,2,4,61
1962,2,5,7
1962,4,3,1
1962,4,4,31
1962,4,5,21
1962,5,4,14
1962,5,5,5
1962,6,4,13
1962,6,5,28
1962,7,4,37
1962,7,5,9
1962,8,3,1
1962,8,4,11
1962,9,4,84
1962,9,5,18
1962,10,4,64
1962,10,5,6
1962,11,4,29
1962,11,5,1
1962,12,4,46
1962,12,5,12
1962,13,4,89
1962,13,5,4
1962,14,4,9
1962,15,4,20
1962,16,4,2
1962,16,5,1
1962,17,4,75
1962,17,5,4
1962,18,4,17
1962,18,5,4
1963,0,3,1
1963,0,4,98
1963,0,5,28
1963,1,4,23
1963,1,5,30
1963,2,4,61
1963,2,5,7
1963,4,3,1
1963,4,4,31
1963,4,5,21
1963,5,4,14
1963,5,5,5
1963,6,4,13
1963,6,5,28
1963,7,4,37
1963,7,5,9
1963,8,3,1
1963,8,4,11
1963,9,4,84
1963,9,5,18
1963,10,4,64
1963,10,5,6
1963,11,4,29
1963,11,5,1
1963,12,4,46
1963,12,5,12
1963,13,4,89
1963,13,5,4
1963,14,4,9
1963,15,4,20
1963,16,4,2
1963,16,5,1
1963,17,4,75
1963,17,5,4
1963,18,4,17
1963,18,5,4
1964,0,3,1
1964,0,4,98
1964,0,5,28
1964,1,4,23
1964,1,5,30
1964,2,4,61
1964,2,5,7
1964,4,3,1
1964,4,4,31
1964,4,5,21
1964,5,4,14
1964,5,5,5
1964,6,4,13
1964,6,5,28
1964,7,4,37
1964,7,5,9
1964,8,3,1
1964,8,4,11
1964,9,4,84
1964,9,5,18
1964,10,4,64
1964,10,5,6
1964,11,4,29
1964,11,5,1
1964,12,4,46
1964,12,5,12
1964,13,4,89
1964,13,5,4
1964,14,4,9
1964,15,4,20
1964,16,4,2
1964,16,5,1
1964,17,4,75
1964,17,5,4
1964,18,4,17
1964,18,5,4
1965,0,3,1
1965,0,4,97
1965,0,5,29
1965,1,4,23
1965,1,5,30
1965,2,4,61
1965,2,5,7
1965,4,3,1
1965,4,4,31
1965,4,5,21
1965,5,4,14
1965,5,5,5
1965,6,4,13
1965,6,5,28
1965,7,4,37
1965,7,5,9
1965,8,3,1
1965,8,4,10
1965,8,5,1
1965,9,4,84
1965,9,5,18
1965,10,4,63
1965,10,5,7
1965,11,4,29
1965,11,5,1
1965,12,4,46
1965,12,5,12
1965,13,4,89
1965,13,5,4
1965,14,4,9
1965,15,4,20
1965,16,4,2
1965,16,5,1
1965,17,4,75
1965,17,5,4
1965,18,4,17
1965,18,5,4
1966,0,3,1
1966,0,4,97
1966,0,5,29
1966,1,4,23
1966,1,5,30
1966,2,4,61
1966,2,5,7
1966,4,3,1
1966,4,4,31
1966,4,5,21
1966,5,4,14
1966,5,5,5
1966,6,4,13
1966,6,5,28
1966,7,4,36
1966,7,5,10
1966,8,3,1
1966,8,4,10
1966,8,5,1
1966,9,4,84
1966,9,5,18
1966,10,4,63
1966,10,5,7
1966,11,4,29
1966,11,5,1
1966,12,4,46
1966,12,5,12
1966,13,4,89
1966,13,5,4
1966,14,4,9
1966,15,4,20
1966,16,4,2
1966,16,5,1
1966,17,4,75
1966,17,5,4
1966,18,4,17
1966,18,5,4
1967,0,3,1
1967,0,4,96
1967,0,5,30
1967,1,4,23
1967,1,5,30
1967,2,4,61
1967,2,5,7
1967,4,3,1
1967,4,4,31
1967,4,5,21
1967,5,4,14
1967,5,5,5
1967,6,4,13
1967,6,5,28
1967,7,4,36
1967,7,5,10
1967,8,3,1
1967,8,4,10
1967,8,5,1
1967,9,4,83
1967,9,5,19
1967,10,4,63
1967,10,5,7
1967,11,4,29
1967,11,5,1
1967,12,4,45
1967,12,5,13
1967,13,4,89
1967,13,5,4
1967,14,4,9
1967,15,4,20
1967,16,4,2
1967,16,5,1
1967,17,4,75
1967,17,5,4
1967,18,4,17
1967,18,5,4
1968,0,3,1
1968,0,4,96
1968,0,5,30
1968,1,4,23
1968,1,5,30
1968,2,4,61
1968,2,5,7
1968,4,3,1
1968,4,4,31
1968,4,5,21
1968,5,4,14
1968,5,5,5
1968,6,4,13
1968,6,5,28
1968,7,4,36
1968,7,5,10
1968,8,3,1
1968,8,4,10
1968,8,5,1
1968,9,4,83
1968,9,5,19
1968,10,4,63
1968,10,5,7
1968,11,4,29
1968,11,5,1
1968,12,4,45
1968,12,5,13
1968,13,4,89
1968,13,5,4
1968,14,4,9
1968,15,4,20
1968,16,4,2
1968,16,5,1
1968,17,4,75
1968,17,5,4
1968,18,4,17
1968,18,5,4
1969,0,3,1
1969,0,4,96
1969,0,5,30
1969,1,4,23
1969,1,5,30
1969,2,4,61
1969,2,5,7
1969,4,3,1
1969,4,4,31
1969,4,5,21
1969,5,4,14
1969,5,5,5
1969,6,4,13
1969,6,5,28
1969,7,4,36
1969,7,5,10
1969,8,3,1
1969,8,4,10
1969,8,5,1
1969,9,4,83
1969,9,5,19
1969,10,4,63
1969,10,5,7
1969,11,4,29
1969,11,5,1
1969,12,4,45
1969,12,5,13
1969,13,4,89
1969,13,5,4
1969,14,4,9
1969,15,4,20
1969,16,4,2
1969,16,5,1
1969,17,4,75
1969,17,5,4
1969,18,4,17
1969,18,5,4
1970,0,3,1
1970,0,4,96
1970,0,5,30
1970,1,4,23
1970,1,5,30
1970,2,4,61
1970,2,5,7
1970,4,3,1
1970,4,4,31
1970,4,5,21
1970,5,4,14
1970,5,5,5
1970,6,4,13
1970,6,5,28
1970,7,4,36
1970,7,5,10
1970,8,3,1
1970,8,4,10
1970,8,5,1
1970,9,4,83
1970,9,5,19
1970,10,4,63
1970,10,5,7
1970,11,4,29
1970,11,5,1
1970,12,4,45
1970,12,5,13
1970,13,4,89
1970,13,5,4
1970,14,4,9
1970,15,4,20
1970,16,4,2
1970,16,5,1
1970,17,4,75
1970,17,5,4
1970,18,4,17
1970,18,5,4
1971,0,3,1
1971,0,4,96
1971,0,5,30
1971,1,4,23
1971,1,5,30
1971,2,4,61
1971,2,5,7
1971,4,3,1
1971,4,4,31
1971,4,5,21
1971,5,4,14
1971,5,5,5
1971,6,4,13
1971,6,5,28
1971,7,4,36
1971,7,5,10
1971,8,3,1
1971,8,4,10
1971,8,5,1
1971,9,4,83
1971,9,5,19
1971,10,4,63
1971,10,5,7
1971,11,4,29
1971,11,5,1
1971,12,4,45
1971,12,5,13
1971,13,4,89
1971,13,5,4
1971,14,4,9
1971,15,4,20
1971,16,4,2
1971,16,5,1
1971,17,4,75
1971,17,5,4
1971,18,4,17
1971,18,5,4
1972,0,3,1
1972,0,4,96
1972,0,5,30
1972,1,4,23
1972,1,5,30
1972,2,4,61
1972,2,5,7
1972,4,3,1
1972,4,4,31
1972,4,5,21
1972,5,4,14
1972,5,5,5
1972,6,4,13
1972,6,5,28
1972,7,4,36
1972,7,5,10
1972,8,3,1
1972,8,4,10
1972,8,5,1
1972,9,4,83
1972,9,5,19
1972,10,4,63
1972,10,5,7
1972,11,4,29
1972,11,5,1
1972,12,4,45
1972,12,5,13
1972,13,4,89
1972,13,5,4
1972,14,4,9
1972,15,4,20
1972,16,4,2
1972,16,5,1
1972,17,4,75
1972,17,5,4
1972,18,4,17
1972,18,5,4
1973,0,3,1
1973,0,4,96
1973,0,5,30
1973,1,4,22
1973,1,5,31
1973,2,4,61
1973,2,5,7
1973,4,3,1
1973,4,4,31
1973,4,5,21
1973,5,4,14
1973,5,5,5
1973,6,4,13
1973,6,5,28
1973,7,4,36
1973,7,5,10
1973,8,3,1
1973,8,4,10
1973,8,5,1
1973,9,4,83
1973,9,5,19
1973,10,4,63
1973,10,5,7
1973,11,4,29
1973,11,5,1
1973,12,4,45
1973,12,5,13
1973,13,4,89
1973,13,5,4
1973,14,4,9
1973,15,4,20
1973,16,4,2
1973,16,5,1
1973,17,4,75
1973,17,5,4
1973,18,4,17
1973,18,5,4
1974,0,3,1
1974,0,4,96
1974,0,5,30
1974,1,4,22
1974,1,5,31
1974,2,4,61
1974,2,5,7
1974,4,3,1
1974,4,4,31
1974,4,5,21
1974,5,4,14
1974,5,5,5
1974,6,4,13
1974,6,5,28
1974,7,4,36
1974,7,5,10
1974,8,3,1
1974,8,4,10
1974,8,5,1
1974,9,4,83
1974,9,5,19
1974,10,4,63
1974,10,5,7
